address,flag,avgTimeBetweenSentTnx,avgTimeBetweenRecTnx,lifetime,sentTransactions,receivedTransactions,createdContracts,numUniqRecAddress,numUniqSentAddress,minValReceived,maxValReceived,avgValReceived,minValSent,maxValSent,avgValSent,totalTransactions,totalEtherSent,totalEtherReceived,totalEtherSentContracts,totalEtherBalance
0x1e31a02905731658841bde935920f56dd2ab2c2f,1,8196.090909,29171773.589286,3.0,11,56,0,46,4,0.01,2.0,0.307321,0.38,3.99,1.56225,67,17.184751957675335,17.209999999999994,0.0,0.0252480423246588
0xd374946614c4d55fa0217f76154e0590015b4594,1,0.0,408688761.25,4.0,0,4,0,3,0,0.1,0.1,0.1,0.0,0.0,0.0,4,0.0,0.4,0.0,0.4
0x83373a2e5fc62a8598fb2ac2ebec188ff8cd4a9c,1,41624.52381,408897465.75,11.0,21,4,0,4,14,0.020149,1.055947,0.473858,0.0,1.76,0.154286,25,3.24,1.8954332438149049,0.0,-1.3445667561850956
0x0862ce7ae8130a09afbdc011b9f77115477245d8,1,41403.086957,34066816.520833,27.0,23,48,0,38,23,0.0,0.8,0.136542,0.0057,5.345,0.2822,71,6.490608299999999,6.5539964798357175,0.0,0.0633881798357185
0xbecb814e2862412a58a7d2ddd4d7cd4ade43677d,1,9648.836066,58405029.75,8.0,61,28,0,19,31,0.0,3.255898,0.228528,0.0,30.818038,0.528133,89,32.21612982141913,6.398787774984404,0.0,-25.817342046434725
0x76175599887730786bda1545d0d7ace8737febb1,1,0.0,3891.176471,1.0,0,17,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0
0xeda0785ebbba90bf1ac4a1cc07fbf9c9452c0db8,1,0.0,2139.3,1.0,0,10,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0
0xc8fcf92e0ad8d545bf5709bb5ba2be5fafdfe85b,1,0.0,143245.6,17.0,0,10,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0
0x6a7c5cc282a0a437eb6d7dc5beb304f961ac6411,1,0.0,383901.472727,245.0,0,55,1,42,0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0
0x003eb9c77b5b896fcc27adead606d23def34510e,1,0.0,48049.590909,49.0,0,88,1,60,0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.0,0.0,0.0,0.0
0xa79408199d2aa20d103052a94c52626de433d628,1,0.0,815317276.0,1.0,1,2,0,1,1,0.02,0.035767,0.027883,0.0,0.0,0.0,3,0.0,0.05576684,0.0,0.05576684
0xad3e6c0a38f20398d444ee9ac1a911f6563b5028,1,6009.0,6381393.859922,42.0,12,257,0,210,4,0.08,1.8,0.197337,0.15,25.485336,4.22406,269,50.688721251351154,50.71557173135632,0.0,0.0268504800051658
0xe065d0d82a74dace6babaf7f5a9a429b24f7e4a6,1,6051251.0,545512266.0,281.0,4,3,0,1,4,1.483456,8.475528,3.885078,0.000831,8.472,2.911958,7,11.647830986129408,11.655232790358816,0.0,0.0074018042294081
0xa33de7a7ca4d6bc03c7bf440d26e979916e28e0f,1,0.0,0.0,1.0,1,1,0,1,1,8.472,8.472,8.472,8.469067,8.469067,8.469067,2,8.469066735754367,8.472,0.0,0.0029332642456321
0xac0074f31b3972e26632fd2a7ce989742f684d55,1,0.0,0.0,1.0,1,1,0,1,1,1.481,1.481,1.481,1.477612,1.477612,1.477612,2,1.477612134707048,1.481,0.0,0.0033878652929519
0x4d5e3d4a3b5a95142bbd798476bc1afd20864ac8,1,0.0,0.0,1.0,1,1,0,1,1,1.694,1.694,1.694,1.690234,1.690234,1.690234,2,1.690234463482607,1.694,0.0,0.0037655365173929
0x06eaf8e306194b117164b25ae42bcb4d996ee83b,1,144547.088235,52751809.709677,200.0,34,31,0,14,30,0.004474,25.485336,2.510402,0.0,36.999468,2.287111,65,77.7617767991756,77.82247367925518,0.0,0.0606968800795755
0x77fd8020284a592bc782ebd05b693d7fe1cc614e,1,0.0,6321.583333,1.0,0,12,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0
0x1c3e61c8825bf58303b1ac3350843faa01de22bd,1,0.0,145926.440678,100.0,0,59,1,22,0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0
0x07c837bc481cd7ed487bea67c01faaaede204ac5,1,387.655172,0.0,1.0,29,1,0,1,13,0.4,0.4,0.4,0.0,100.0,8.56386,30,248.35194509755067,0.4,0.0,-247.95194509755063
0x58c53dfb099c8c13d6434f78fa70fe0c9514736e,1,290.0,181867544.444444,1.0,15,9,0,2,10,0.1,63.583623,17.759508,0.0,94.0,12.304075,24,184.56112771518755,159.83556809755066,0.0,-24.72555961763689
0x671167ffa438c87f134395d68b820d5a42202214,1,0.0,67967.304348,19.0,0,23,1,3,0,0.0,0.016,0.001391,0.0,0.0,0.0,24,0.0,0.03199998,0.0,0.03199998
0x96036e9b51f03cabb6fe30daad1544a73f795efc,1,0.0,58422.684706,575.0,0,850,1,200,0,0.0,0.0,0.0,0.0,0.0,0.0,851,0.0,0.0,0.0,0.0
0x0b79ecd2128ea2ec74681160da517f851b89555a,1,3558.325,738747.129391,301.0,80,2249,1,1747,44,0.0,0.805446,0.133516,0.0,37.0,4.242405,2330,339.3924233142822,300.2775978899952,0.0,-39.114825424287005
0xb66732ca0103b56fe9a8f598d6bf97b0c9536059,1,248975.40625,7614655.971429,723.0,96,210,0,196,40,0.0,7.458654,0.108799,0.0,7.9,0.23358,306,22.423673535500026,22.84773835340995,0.0,0.4240648179099295
0x98831a269cb88b6bfcc86e45b32c158981b34b22,1,77910.0,818617915.0,13.0,5,2,0,2,2,0.0,0.2,0.1,0.0,0.0,0.0,7,0.0,0.2,0.0,0.2
0x84a86e9ba1b3e668129e63687e46c1b75fd89d47,1,0.0,136458761.833333,67.0,0,12,0,12,0,0.001689,1.198495,0.184452,0.0,0.0,0.0,12,0.0,2.213423331471653,0.0,2.213423331471653
0xd5f009b7a8b49d72c1d73a32afeea066aab8512f,1,12049.4,136471028.833333,1.0,5,12,0,10,4,0.015123,3.0,0.894217,1.6502,3.5,2.142849,17,10.71424352595442,10.73060252595442,0.0,0.0163589999999995
0xd2424144412a50d872dcad3a21eef2dbce43fd38,1,556.0,81882167.3,1.0,3,20,0,11,3,0.001974,5.030549,0.751515,4.95,5.120817,5.006939,23,15.02081725848263,15.030309258482628,0.0,0.009491999999998
0x0067b43cb530e683dbffb43f5caacde867472721,1,21275.666667,818826564.5,1.0,3,2,0,2,3,1.0,2.22,1.61,1.062,1.086454,1.070351,5,3.211054,3.22,0.0,0.0089460000000003
0xa4f0294dd195f97ebdd166cc2f71a3af21d22fac,1,16918.333333,545888795.0,1.0,3,3,0,3,3,0.025,1.216134,0.464301,0.4596,0.464707,0.461319,6,1.3839565378546832,1.392902537854683,0.0,0.0089459999999998
0x8a68df178e01d66d83c44c46842d61fd59bee3fb,1,0.0,181972843.111111,6.0,1,9,0,7,1,0.11,0.22,0.146667,1.315461,1.315461,1.315461,10,1.31546058416289,1.32,0.0,0.0045394158371101
0xfd1be6a8dcbddeedfe668093ecda48cc3f5a0590,1,13527.5,204722419.625,2.0,2,8,0,6,2,0.01,1.0,0.365796,1.232383,1.689088,1.460735,10,2.9214707256194976,2.92637084584468,0.0,0.0049001202251823
0xe460f3e0adc58357ea5e3ac1d839611dee826354,1,0.0,41253.842105,10.0,0,19,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0
0xabd03d05f14e2771b1972ac2669df33594fbe4ea,1,507.0,819089031.0,1.0,2,2,0,2,1,0.018117,0.02961,0.023864,0.0,0.0,0.0,4,0.0,0.04772731,0.0,0.04772731
0x42ca92f81d1cacdcc45142aca0e8d74b6b749e1b,1,0.0,232464678.428571,1.0,1,7,0,5,1,0.0,5.878142,1.313285,9.191443,9.191443,9.191443,8,9.19144286,9.19299686,0.0,0.0015540000000004
0x3845db4613a45c0aa1bee21e38600f135290845e,1,136517687.083333,0.0,1.0,12,0,1,0,4,0.0,0.0,0.0,0.0,314.477477,34.432112,13,413.1853384998988,0.0,0.0,-413.1853384998988
0x77f8e65f424d6dc7c79233c11247c1232cbe6d83,1,71484472.652174,0.0,69.0,23,1,6,1,8,0.0,0.0,0.0,0.0,162.490247,11.377085,30,261.6729511498674,0.0,0.0,-261.6729511498674
0x93e19334d8a02190476d6e4b680ff3c51efaf182,1,23.482085,546077155.666667,1.0,307,3,0,3,4,50.953648,322.392437,178.61211,0.0,323.046843,1.774574,310,544.7941394525577,535.8363313689777,0.0,-8.957808083580062
0xc5404f0043cced5ebf1f0af90259428349cd6961,1,99398.25,329881807.2,141.0,4,5,0,3,1,0.000384,0.022968,0.014665,0.009804,0.019278,0.014447,9,0.0577872878073787,0.0733243292803817,0.0,0.015537041473003
0xe858c157deb9912ef7eed94424be3e058bdca529,1,1981760.0,374853806.75,138.0,6,4,0,4,6,0.046986,12.094785,5.628658,0.0,22.310538,3.751756,10,22.510537904,22.514633507,0.0,0.0040956029999996
0x1412eca9dc7daef60451e3155bb8dbf9da349933,1,0.0,42901.657895,265.0,0,532,1,203,0,0.0,0.0,0.0,0.0,0.0,0.0,533,0.0,0.0,0.0,0.0
0xda3f8db5f3ecb711a5c6952f0b14eb0005ebf63c,1,16593.464662,5728648.381119,625.0,1330,286,0,194,508,0.000658,39.997782,1.171341,0.0,38.717453,0.591917,1616,787.2500539755728,335.0034992893261,0.0,-452.24655468624667
0xa36a4c4a7cbfa24d087e02e49a0a600b2aaf5ee8,1,1486.5,73497407.590909,1.0,2,22,0,20,2,0.011644,29.64594,2.985135,34.426448,34.4335,34.429974,24,68.85994815175977,65.67296215175976,0.0,-3.1869860000000045
0x40b584e60740ec2ce4701ce9d8b1fcfa9cbd4101,1,3444.470588,819536727.5,1.0,17,2,0,2,4,1.775826,4.053132,2.914479,0.0,5.667006,0.34046,19,5.78781551032708,5.828957606696556,0.0,0.0411420963694757
0x7b9a381cbd0c524f4a86dbbbb289f37959c72178,1,95098.75,182192734.777778,288.0,12,9,0,5,9,0.000696,4.0,0.488118,0.0,10.0,2.562792,21,30.753498869868377,4.393058652122338,0.0,-26.36044021774604
0x2d461c0fae50abf852ac59bc0709411bb34b7164,1,64229.979592,109153277.133333,294.0,49,15,0,8,25,0.00335,0.950219,0.227732,0.0,10.0,0.556607,64,27.273752324745047,3.4159761423527635,0.0,-23.85777618239228
0x4399b72f939180be5ae01eaeb65e2327a2839b0d,1,169304.751174,38192118.071429,481.0,213,42,0,22,60,0.00393,10.620375,1.170473,0.0,12.591395,0.444151,255,94.60413363244987,49.159859540897486,0.0,-45.44427409155239
0xdb25055ca6e20cdd6e672a4cc93b87a736ba20a1,1,10653.944444,409927178.5,3.0,18,4,0,2,4,0.038561,0.529703,0.188426,0.0,10.0,2.961111,22,53.3,0.7537023256172728,0.0,-52.54629767438273
0xae062cdce2eb4cc2640d536255231d2b98c33696,1,151191.416667,545397826.0,43.0,24,3,0,3,10,0.161829,1.283103,0.540123,0.0,11.955896,2.513241,27,60.31778844041784,1.620368324525523,0.0,-58.69742011589232
0xa2eb8f9174d70befaa253fcd9af256e3379d8a06,1,114814.580645,234384875.571429,87.0,31,7,0,5,14,0.004747,0.217082,0.048554,0.0,1.238205,0.183017,38,5.673518220224417,0.3398807126779795,0.0,-5.333637507546437
0xca4837f451d961f7bde1738bd368d5a754e61cbb,1,146373.055556,327438653.0,34.0,18,5,0,5,5,0.037578,0.090761,0.058284,0.0,1.0,0.450885,23,8.115924633290522,0.2914180709166138,0.0,-7.824506562373908
0x0812e342c6ced54c099aeda0f820a56168cc0db7,1,2188.7,819566005.5,1.0,10,2,0,2,3,0.111404,5.667006,2.889205,0.0,5.191982,0.55714,12,5.57140243000297,5.778410317343841,0.0,0.2070078873408709
0x81872c6ac10e9b039ab33956d6396c25493e46d9,1,66180.7,546383432.0,8.0,10,3,0,3,3,5.0,5.191982,5.063994,0.0,325.62902,32.588679,13,325.8867890857542,15.191981719728265,0.0,-310.6948073660259
0xe43a2c3b384f93f7aba39130b937d3c8a9f80556,1,0.0,326580361.6,5.0,1,5,0,5,1,0.021554,5.764997,3.017756,15.086432,15.086432,15.086432,6,15.086432496913652,15.088781065200184,0.0,0.002348568286532
0x8356bc41f6611ac5fa2032f5fe7eb2fe954b3a8e,1,0.0,544249750.666667,1.0,1,3,0,3,1,0.024,2.89,1.304667,3.912363,3.912363,3.912363,4,3.9123630411200447,3.9139995325787655,0.0,0.0016364914587208
0xba70f280b1f163b91808692406b91c587cb57bdf,1,0.0,326656277.4,1.0,1,5,0,4,1,0.1395,14.209001,6.035832,30.176759,30.176759,30.176759,6,30.176758604594653,30.17916079,0.0,0.0024021854053479
0x06bfc56c83203da2b5e3e50351df9696f42a2e1f,1,0.0,0.0,1.0,1,1,0,1,1,3.9965,3.9965,3.9965,3.99339,3.99339,3.99339,2,3.99338985609299,3.9965,0.0,0.0031101439070102
0xa2c2c8532e6501c0a35b342e2f1f0d6a350a68e4,1,2403.0,0.0,1.0,2,1,0,1,2,50.0,50.0,50.0,9.996736,39.996331,24.996533,3,49.993066728208674,50.0,0.0,0.0069332717913255
0x048541809c8e9c75538d7416f40b9f83fa70069b,1,318720.434783,819415829.0,171.0,46,2,0,2,6,0.2,1.236146,0.718073,0.0,0.6,0.028359,48,1.3045361328061171,1.4361459955145413,0.0,0.1316098627084241
0x6d38b496dcc9664c6908d8afba6ff926887fc359,1,0.0,545.173913,1.0,0,46,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0
0x6d88bcae643b32b24d33a0cfe265c4f7bbe40069,1,51635.338462,126142479.076923,41.0,65,13,0,7,30,0.001,3.5,0.898625,0.0,110.807519,1.739085,78,113.04051921999464,11.682120522030534,0.0,-101.3583986979641
0x606055913ca104294d696820859a37a59b98256a,1,0.0,409974249.75,1.0,1,4,0,4,1,0.235813,1.615915,1.078226,4.311847,4.311847,4.311847,5,4.311847042844769,4.31290413765825,0.0,0.0010570948134809
0xe74265ed2e59abea4a0ca22a224538f9e0a33f61,1,10531.2,327972949.0,1.0,5,5,0,5,3,0.062111,3.296655,0.852035,0.127128,3.167804,0.851075,10,4.255377002441525,4.260177299090897,0.0,0.0048002966493712
0x7863e62285a57aa8e61dccddc2f7080ba7097601,1,328507.115385,817672837.5,99.0,26,2,2,2,13,10.0,10.4895,10.24475,0.0,10.0,2.852014,30,74.152356,20.4895,0.0,-53.662856
0x20c6082fcdfc4304fd203d0bf240abc3e439f885,1,3083.517588,6920143.126582,50.0,199,237,0,188,117,0.0,3.3,0.259531,0.0,100.0,1.848263,436,367.804342,61.5089286208068,0.0,-306.2954133791932
0x41a23374cd3460461cf4f628cb20cde4b2fec934,1,0.0,163433001.5,11.0,1,10,0,9,1,0.0026,5.0,0.667765,6.675593,6.675593,6.675593,11,6.675593077542657,6.677654598232871,0.0,0.0020615206902139
0xa2b3357c4849ef9aa0b5624151af581eacaa200e,1,8984.306122,24515349.835821,45.0,98,67,0,57,59,0.004422,26.889757,0.884121,0.0,62.451024,1.362113,165,133.48709738871017,59.23607429918651,0.0,-74.25102308952366
0x3dd59de66e2ad31a7d663df977ddd6e5f2a5f6b6,1,5323.756757,820330570.0,3.0,37,2,0,2,12,0.338662,65.0,32.669331,0.0,290.798405,10.569213,39,391.0608760621474,65.3386622529476,0.0,-325.72221380919984
0x5c8abe1e0b004595c6e945d5adb3cea2debe3cdf,1,0.0,153697.642857,50.0,0,28,1,19,0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0
0xf9d25eb4c75ed744596392cf89074afaa43614a8,1,0.0,14192.207461,251.0,0,1528,1,134,0,0.0,0.0,0.0,0.0,0.0,0.0,1529,0.0,0.0,0.0,0.0
0xd778498e7134f2c4d631623da6df347a62bea7d6,1,14189.592593,12269692.977612,42.0,27,134,0,117,26,0.1,0.75,0.187774,0.03,1.0,0.931743,161,25.15706326137896,25.16170473999996,0.0,0.0046414786210036
0x1164246850f8fca79e14fd256fa6b6dac857b873,1,82109.155172,1731316.915523,230.0,116,947,0,560,60,3e-06,19.98975,0.155254,0.0,107.543775,1.218372,1063,141.33116258193664,147.02523122446394,0.0,5.694068642527299
0xa6964e26b6e49510934164ceab2dd73fd397509f,1,8363.842105,28812683.859649,10.0,38,57,0,50,14,0.1,7.315836,0.81401,0.0,11.601004,1.683324,95,63.96631201375203,46.39859745824194,0.0,-17.567714555510086
0x41f113e3787a183d0b82b0886e7ae27f780d64e9,1,113241.714286,17092340.135417,97.0,14,96,0,82,13,0.019248,1.4,0.253576,0.0,10.7,1.735044,110,24.290612323303467,24.34325691736581,0.0,0.0526445940623432
0xd3483160df0618fcbad1db13f307ad2898e66ea1,1,26990.173913,9145043.469274,73.0,23,179,0,123,13,0.0,4.343163,0.228846,0.000405,29.0,1.777917,202,40.89208020585968,40.963444359517,0.0,0.0713641536573206
0x042a788fd6cfd20662c7d7ec702cadc7e1af5c84,1,0.0,0.0,1.0,1,1,0,1,1,0.2,0.2,0.2,0.196001,0.196001,0.196001,2,0.196001013559271,0.2,0.0,0.003998986440729
0x0659724a5293127789660734d64c18254e7dbd18,1,102647194.5625,0.0,2.0,16,0,1,0,7,0.0,0.0,0.0,0.0,100.0,8.129045,17,130.06472461832553,0.0,0.0,-130.06472461832553
0x5fb28132a79a76ad6baecd4a5c5458dc003ce7d6,1,0.0,6596839.128514,6.0,1,249,0,182,1,0.0,1.35,0.23175,0.9,0.9,0.9,250,0.9,57.705787740000055,0.0,56.805787740000056
0x48d5e5c6e418891207154588c48df5a23d30fd85,1,2041.139535,410760411.5,2.0,43,4,0,2,29,0.220976,14.482465,6.604668,0.0,36.745598,1.8237,47,78.41909386838606,26.41867071167197,0.0,-52.000423156714085
0xd599cf7c482f5da1b98d470e19b7391c2f161b24,1,46216.12012,13698072.975,379.0,333,120,0,76,164,0.0,1.148737,0.053926,0.0,1.961775,0.051057,453,17.00212181688152,6.471124880940228,0.0,-10.530996935941292
0x7e416acb49c0b0d928bada074bf6597d80740bc2,1,35943.315789,45954237.424242,14.0,19,33,0,29,11,0.001,5.399559,1.284146,0.0,10.0,2.222158,52,42.221,42.37682940130232,0.0,0.15582940130232
0x400d112abcf6cb08fab1116bbe84115e7f6e2e6e,1,178699.347826,136739590.416667,97.0,46,12,0,11,43,0.011006,1.070727,0.238397,0.0,1.576048,0.226999,58,10.441936874158127,2.860766195485933,0.0,-7.581170678672194
0xb0dd2b7fea3c5790b39433cbd3e8fd35fd3cf662,1,1381.5,1120561.252717,106.0,4,1472,0,1179,4,0.0,3.629853,0.229572,13.029,14.94,13.91475,1476,55.65899999999999,337.92927465272686,0.0,282.27027465272687
0xb80db67828f44318aacb796c686d30d9d3f81e75,1,3346.0,1619400.807276,76.0,5,1017,0,817,5,0.0,1.5,0.226512,0.0,18.5,12.0302,1022,60.151,230.36280447628516,0.0,170.21180447628512
0x96a76213683e97de57e4f21947e40fbe74de31a1,1,37113.272727,2734969.021667,33.0,11,600,0,480,11,0.0,1.0,0.146362,1.24,13.018,7.981617,611,87.79778514072463,87.81744171937653,0.0,0.0196565786519045
0x9d0f10963270508e092463e3300a41b44e9e439a,1,44685.333333,274621787.166667,197.0,6,6,0,5,1,0.025,0.847459,0.246535,0.024358,0.845954,0.24441,12,1.466459495119304,1.479210695732945,0.0,0.0127512006136409
0xc0710a40661b7d868d4cd98287d51913891dfa0a,1,77288.866667,0.0,14.0,15,1,0,1,3,0.2,0.2,0.2,0.0,1.0,0.078736,16,1.1810391491065235,0.2,0.0,-0.9810391491065236
0xf60403ef0983e91bc1e30eef1f8ddc474aa343dd,1,41328.9375,63195884.653846,62.0,16,26,0,26,10,0.0,0.8,0.195133,0.029604,1.097902,0.314816,42,5.037048121338473,5.073466400000001,0.0,0.0364182786615279
0x069a1bc19a1786a8091419bd1893f4687e65b918,1,82852.428571,117294554.5,25.0,7,14,0,14,6,0.25,0.9,0.367857,0.007667,4.077198,0.733279,21,5.132956046207309,5.15,0.0,0.0170439537926911
0x49dfc69d577dc2e4089c128344dd781f293441c5,1,16177.833333,10734964.529412,29.0,6,153,0,85,6,0.005492,2.5,0.482211,3.25,28.9,12.289167,159,73.735,73.77834169752121,0.0,0.0433416975212139
0x650d8acbde455717a98d613b316cb200e015de5d,1,1349435.666667,3250445.475248,98.0,6,505,0,403,4,0.0,1.848331,0.160098,0.03011,38.871529,13.471501,511,80.82900371969495,80.84961776465192,0.0,0.0206140449569716
0xbe368ef4c1dcdc2186bdb83a94ae9fdc395aacd1,1,34728.75,10153445.166667,74.0,4,162,0,155,3,0.04,1.184619,0.146349,3.398929,9.946778,5.925179,166,23.70071734807737,23.70861854621096,0.0,0.0079011981335881
0xa0b90c91b2e9a0a357e47c773fe154919d7c15e4,1,179707.446429,205442042.25,272.0,56,8,0,7,4,0.0,0.143,0.022667,0.0,0.2,0.003661,64,0.205,0.1813323051556598,0.0,-0.0236676948443402
0xa1aee54a6d83671f8854e992fbfc2eaba9c7b674,1,30710.421488,3028719.264706,154.0,121,544,0,462,47,0.0,5.257624,0.114714,0.0,5.257624,0.513388,665,62.11998720023204,62.40457585307173,0.0,0.2845886528396875
0xabf0335422f27c01595f639e4d907d07d5e9b3e3,1,91597.918919,90560570.0,327.0,296,18,0,4,1,0.05,0.5,0.112778,0.0,0.0,0.0,314,0.0,2.03,0.0,2.03
0x76935b367deaeaaa9db705fbfb3b8a03ec92abfd,1,129493.0,102761765.0625,47.0,8,16,0,16,3,0.2,1.0,0.2625,0.001734,1.396977,0.522841,24,4.182730319054175,4.200000000000001,0.0,0.0172696809458257
0xbb6e330f26b56e8d61ba81725c37ffa9029ac29e,1,0.0,33507452.244898,8.0,1,49,0,36,1,0.0,1.7,0.280204,13.4,13.4,13.4,50,13.4,13.729999999999997,0.0,0.3299999999999965
0x80b23fb0cc310fc0159351e05c86fc9333047b99,1,0.0,8948338.717391,30.0,0,184,0,143,0,6.6e-05,1.5,0.29338,0.0,0.0,0.0,184,0.0,53.9818662749815,0.0,53.9818662749815
0x3657f33ad20e7c1e7fb221e98a5ce41d11bae52a,1,0.0,547149640.0,90.0,1,3,0,3,1,0.25,0.25,0.25,0.748743,0.748743,0.748743,4,0.7487426413161338,0.75,0.0,0.0012573586838662
0x556ad0b1b25ca2198b65feddbe79c0c176bd8233,1,62458.493151,1984111.645433,1201.0,146,832,0,297,11,1.4e-05,1.931035,0.088621,0.0,2.86314,0.503285,978,73.47956644782536,73.73277581882535,0.0,0.2532093709999827
0x32ebca8decdfe3b41f0324d2bc49fff4951f27f2,1,328260.857143,10111922.116564,97.0,7,163,0,148,3,0.0,2.0,0.322086,1.0,10.0,7.451673,170,52.16171212306987,52.500000000000064,0.0,0.3382878769301953
0x645860b0cb384121e2e97cd122b91422a517d0aa,1,68197.741818,116842189.928571,223.0,275,14,0,2,2,0.05,0.5,0.246429,0.0,0.019313,7e-05,289,0.01931302925,3.45,0.0,3.43068697075
0xa2e94536d3956b45d20f5f0c4a6146382440a050,1,280269.8,28860022.403509,72.0,10,57,0,43,6,0.0,2.0,0.396171,0.158164,5.0,2.228273,67,22.28273178,22.581745332494325,0.0,0.2990135524943227
0x26fdf3850c213c0cd60c14be7eded4b8d628259c,1,1750802.6,205584150.375,114.0,5,8,0,7,4,0.00846,2.0,0.566207,0.0,3.833788,0.891497,13,4.457486702000001,4.52965376,0.0,0.0721670579999997
0xc46c5663ac22d68cb50b8ee36dd54615b2d9f1d4,1,76672.545455,410316925.75,10.0,11,4,0,4,9,0.002673,1.001082,0.506504,0.029117,0.611078,0.178858,15,1.9674422458466896,2.0260157700000003,0.0,0.0585735241533107
0x02fabfd6d5608977d5952d9ef071445420c47efd,1,1976344.666667,0.0,138.0,6,1,0,1,2,0.05,0.05,0.05,0.0,0.033147,0.005525,7,0.0331473079340928,0.05,0.0,0.0168526920659071
0x89bb3b564703bd60d2a5146c5ea65d560e837699,1,75792.285714,149238498.181818,12.0,7,11,0,8,6,0.04,0.24,0.074709,0.0018,0.3,0.113829,18,0.7968,0.8217999999999999,0.0,0.0249999999999999
0x7485fd04f5e54494d2e2c54d440f75639d22f78c,1,16803.333333,234452151.857143,1.0,3,7,0,7,3,0.05,2.755807,1.22358,2.826483,2.906319,2.853095,10,8.559285369158212,8.565060369158214,0.0,0.0057750000000016
0x761eb791271b4b0545ed22eeb9834f7578d09920,1,21662.0,27353046.15,2.0,3,60,0,55,3,0.236832,0.9,0.323947,0.263559,15.579348,6.476286,63,19.42885705799167,19.436832080493737,0.0,0.007975022502066
0xaf09d613d518a5760e4c7cbb876b12a1ddabc0e0,1,5883.0,41029770.4,2.0,2,40,0,31,2,0.005,6.459376,1.302738,15.63,36.476213,26.053107,42,52.10621333580914,52.10952640650758,0.0,0.0033130706984394
0x7c522f5b9159d2fbca302a98501073635fbcbb7d,1,52314.890909,82131639.25,85.0,55,20,0,18,30,0.0,0.07765,0.025901,0.0,1.671151,0.071932,75,3.9562556137471314,0.5180156498344074,0.0,-3.438239963912724
0x0635b1911496bd0fc9937fbeba8d6b2d4e161f04,1,7274.0,60818835.185185,4.0,2,27,0,19,2,0.3,3.0,0.666667,0.333013,1.740998,1.037006,29,2.0740112,18.000000000000014,0.0,15.925988800000017
0x3a7c50f862061bf4bdb58266504c8d60a5715590,1,330572.956522,26554224.16129,150.0,23,62,0,52,21,0.005386,0.31,0.144026,0.0,5.8,0.437921,85,10.072182519907882,8.92960280156164,0.0,-1.1425797183462425
0xbe12359f003961be263fe7ab34bcfc4a20298efa,1,391202.9,20025406.756098,49.0,10,82,0,62,7,1e-05,1.488374,0.153585,0.0,6.3,1.252387,92,12.52386770954188,12.593929694219833,0.0,0.0700619846779542
0x51149c9da95af742e7337b731bc701a19d7bc404,1,1402.735294,6309524.854406,142.0,204,261,0,209,3,0.0,1.72698,0.11468,0.0,10.0,0.147472,465,30.08424517074706,29.931508981702404,0.0,-0.1527361890446563
0xe1d6df3fbf539bb33c3dd8461b29c7cee236fef9,1,0.0,13311699.66129,79.0,0,124,0,98,0,0.077,1.5,0.210605,0.0,0.0,0.0,124,0.0,26.115,0.0,26.115
0xb54ddf21064610c13d5bef7fcc54eceb9ca5f84e,1,70129.035714,0.0,69.0,84,1,0,1,31,0.045,0.045,0.045,0.0,0.10019,0.00454,85,0.3813252614965998,0.045,0.0,-0.3363252614965998
0xab8674084c581f549681541ab18187a67ef1aa60,1,906668.5,18721123.022727,103.0,4,88,0,71,3,0.16,1.6,0.292727,1.4,20.78,6.438052,92,25.752208027446613,25.76000000000001,0.0,0.0077919725533988
0x5e402df75910211306b484d8dbc8de9b537c61d5,1,154781.227273,5621269.338983,248.0,22,295,0,234,6,5.3e-05,5.713023,0.284772,0.016918,15.0,3.737733,317,82.23013599000001,84.00774535122973,0.0,1.7776093612297217
0xb6f66c9c422883533bbd7dd23769387369aee3c5,1,97332.285714,39171780.119048,59.0,14,42,0,40,7,0.0,0.6,0.227814,0.006167,2.174312,0.681504,56,9.54105131561641,9.568187928038324,0.0,0.0271366124219145
0xa6bbad92bc79be531bf1198c1240f2d3d77d2290,1,0.0,303262446.8,44.0,1,5,0,3,1,0.082304,0.362906,0.234014,1.16,1.16,1.16,6,1.16,1.1700689406399998,0.0,0.0100689406399998
0x60c192b164aa0f7f5fcbd532cc7e31741d1cf2b4,1,18279.186047,4516257.777473,37.0,43,364,0,300,42,0.000116,0.75,0.162406,0.047393,6.478877,1.371698,407,58.98302365008494,59.11594482695284,0.0,0.132921176867903
